"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","LEAVE","ID"
"one",55273,0,11,785771,391,0,4,"very_sat","little","no",6777
"one",81804,80,0,833183,340,5,1,"very_unsat","high","no",2867
"zero",74019,43,16,552741,376,4,4,"unsat","little","no",4225
"zero",41954,0,49,598144,247,0,1,"unsat","little","yes",3878
"zero",53421,0,63,363214,256,0,1,"very_unsat","very_high","no",688
"zero",83591,242,23,392771,325,21,4,"very_unsat","high","no",4031
"one",93721,220,0,213499,364,25,11,"sat","very_high","no",4605
"zero",90694,205,0,265957,300,29,11,"very_unsat","little","yes",6310
"zero",79285,53,22,458677,306,5,5,"very_sat","very_high","no",903
"zero",98610,66,75,217181,297,5,2,"very_unsat","little","no",8956
"zero",131389,81,18,234498,778,4,6,"very_unsat","high","no",1357
"one",94417,0,7,216074,338,0,6,"unsat","little","no",1941
"zero",45388,227,19,521454,189,13,6,"avg","very_little","no",2639
"zero",25155,0,0,259291,231,1,12,"unsat","very_little","no",2416
"zero",118130,67,11,324328,696,5,5,"very_sat","little","yes",3663
"one",27951,0,7,887356,168,0,6,"very_unsat","little","no",3949
"zero",84450,57,0,263562,361,3,2,"very_sat","very_little","no",6572
"one",137753,0,23,336433,379,1,5,"very_unsat","little","no",3228
"one",145824,63,42,296166,744,3,1,"very_unsat","very_little","no",5276
"one",38098,200,0,801493,234,23,11,"very_sat","little","no",9612
"zero",83098,0,0,912180,284,0,14,"avg","very_high","yes",3170
"one",58720,172,0,756597,341,4,8,"unsat","very_high","no",6552
"one",96479,206,18,393626,262,11,5,"very_unsat","little","no",3557
"zero",36798,36,6,292353,150,3,6,"very_sat","little","no",2239
"zero",94527,189,11,652359,841,26,6,"avg","very_high","no",6510
"one",47226,0,0,574815,243,0,9,"sat","very_little","no",1890
"one",25313,46,74,618153,141,5,1,"very_sat","very_high","no",2926
"one",93507,46,9,449348,269,4,6,"unsat","little","no",3441
"zero",30719,205,0,544317,214,10,14,"very_unsat","little","no",6390
"zero",26197,235,0,510187,145,25,9,"avg","very_high","no",9114
"one",33193,225,11,297995,219,19,5,"very_unsat","little","yes",9039
"one",88245,0,0,779515,164,1,14,"very_unsat","little","no",5451
"one",151809,58,53,856841,487,3,2,"very_unsat","very_high","no",7017
"zero",130321,0,6,853875,398,0,5,"very_unsat","very_little","yes",9108
"one",32198,57,0,202262,160,4,9,"very_sat","little","no",3790
"zero",133490,49,6,983785,755,3,6,"avg","very_little","no",1406
"one",124571,84,18,462701,159,5,4,"unsat","very_little","no",6140
"zero",116132,0,0,467374,863,1,11,"very_unsat","very_high","no",1362
"zero",87235,65,69,183056,382,4,2,"very_unsat","very_little","no",1270
"zero",46274,224,0,172600,190,15,12,"very_unsat","very_little","yes",589
"zero",30049,65,15,804321,189,10,6,"very_unsat","high","no",3363
"zero",39729,91,0,822315,226,4,15,"sat","avg","no",8908
"one",83518,0,0,955038,375,1,9,"unsat","little","yes",1577
"one",98418,65,0,226957,394,5,11,"very_unsat","very_high","no",1122
"zero",140152,139,52,206331,850,18,2,"very_sat","little","no",6539
"zero",106518,0,0,953337,621,0,11,"unsat","little","no",1611
"zero",153804,152,60,196133,858,12,1,"very_sat","very_high","no",3382
"one",49024,167,0,875770,221,10,10,"very_unsat","very_little","no",7693
"zero",35384,181,72,514766,190,1,2,"very_unsat","very_little","no",458
"one",43861,0,38,505070,177,17,1,"unsat","little","yes",5414
"zero",151957,223,22,183836,721,28,4,"very_unsat","very_little","no",4482
"one",77728,166,10,435540,266,19,4,"very_unsat","little","no",8986
"zero",90053,191,0,612232,360,22,12,"very_unsat","very_little","yes",8922
"zero",69458,186,14,395041,832,15,6,"very_sat","high","yes",49
"zero",32000,237,55,714611,177,27,1,"very_unsat","high","yes",5153
"zero",111406,0,14,951537,440,5,6,"very_unsat","little","no",4092
"one",107693,0,0,277663,502,0,14,"avg","little","yes",6703
"zero",73782,142,20,206751,378,23,6,"very_unsat","very_little","no",4727
"zero",92301,0,35,186140,289,1,2,"sat","little","no",4499
"one",108359,75,8,193417,688,4,5,"avg","little","no",7280
"one",100637,0,21,708692,596,0,5,"very_sat","very_little","no",4957
"one",26656,0,16,793499,135,0,5,"sat","very_high","yes",4025
"one",26802,0,0,756982,176,0,11,"very_unsat","very_high","no",1650
"one",118860,158,0,355052,812,29,9,"very_unsat","little","no",9783
"one",110471,42,7,409493,586,5,4,"very_unsat","very_little","no",1476
"one",28218,0,70,511893,172,1,2,"unsat","little","yes",5561
"one",45320,0,57,384760,239,1,2,"very_sat","high","yes",9113
"zero",51775,0,84,808126,309,0,2,"very_unsat","little","no",6700
"one",31347,0,13,631284,202,1,6,"very_sat","very_high","no",2455
"zero",41514,0,23,429780,153,1,4,"very_sat","very_little","no",3647
"zero",61743,0,0,241367,327,0,2,"very_unsat","little","no",9846
"one",22620,0,73,643451,146,0,2,"very_unsat","very_high","no",5853
"zero",41822,136,82,573017,230,13,1,"very_unsat","high","no",7289
"zero",158641,230,27,250832,459,19,1,"very_unsat","very_high","no",7198
"zero",46159,58,8,192132,130,4,6,"very_sat","very_high","no",3112
"zero",23423,0,65,515821,143,0,4,"very_unsat","very_high","no",6231
"zero",29829,79,0,621115,218,3,11,"sat","little","yes",2254
"zero",95617,197,32,700876,315,19,2,"avg","avg","no",7854
"one",59573,0,44,903883,379,18,2,"very_sat","very_little","no",327
"zero",44178,0,0,207722,181,1,2,"sat","high","no",2228
"one",31297,0,0,206623,643,1,14,"very_sat","very_little","no",9991
"one",148539,0,0,581546,609,0,14,"very_sat","very_high","no",9241
"one",73616,0,0,249377,325,1,8,"unsat","very_little","yes",9189
"one",84323,200,19,972914,254,27,1,"very_sat","very_little","no",7581
"zero",29652,85,74,553973,191,3,1,"very_unsat","very_high","no",3869
"zero",44883,65,35,646082,210,5,8,"unsat","very_high","yes",3516
"zero",80504,264,82,583515,275,24,1,"avg","little","yes",5730
"zero",139886,79,5,705210,799,4,6,"very_unsat","little","yes",9438
"zero",64609,255,24,199287,390,4,6,"unsat","little","no",8997
"zero",76080,61,16,171021,256,3,5,"avg","high","no",5336
"zero",42765,202,24,176173,237,4,2,"sat","very_little","yes",523
"zero",87450,229,84,202608,319,16,1,"very_unsat","little","no",7724
"one",68502,208,10,287283,278,25,5,"very_unsat","little","no",6481
"zero",59542,0,28,763219,351,4,1,"very_unsat","very_high","no",8415
"one",137660,80,39,226985,660,5,1,"very_unsat","little","no",2364
"one",22471,54,0,295996,198,5,11,"very_unsat","little","yes",7636
"zero",151490,0,17,784010,862,0,4,"very_sat","very_high","no",4272
"zero",121905,219,17,548724,665,23,4,"very_sat","very_high","no",164
"one",43665,0,17,410170,240,1,6,"very_unsat","very_high","no",476
"one",22789,0,78,451335,180,1,13,"very_sat","very_high","no",7078
"one",99341,186,12,448922,256,10,5,"very_unsat","very_high","no",5698
"one",56649,150,29,596720,288,14,2,"unsat","little","yes",5479
"zero",66194,0,8,241208,376,0,2,"very_unsat","very_little","no",9210
"one",24140,41,58,153240,136,5,2,"very_unsat","high","no",1999
"one",130797,58,12,475782,768,4,6,"very_sat","little","no",8282
"one",86217,201,69,163509,363,25,2,"very_unsat","avg","no",7455
"one",101646,55,9,797570,536,3,4,"very_unsat","very_little","no",6009
"zero",102160,0,77,538033,424,27,2,"very_sat","very_high","no",8826
"one",43965,168,13,547590,142,14,6,"very_unsat","high","yes",6795
"one",100585,57,18,718486,595,5,2,"avg","very_little","no",1425
"zero",141346,207,0,764132,404,28,11,"very_unsat","very_high","no",63
"one",106401,149,0,206641,284,16,9,"very_unsat","very_little","yes",6656
"one",97409,216,0,334626,385,18,2,"very_sat","very_high","no",4212
"one",22766,207,58,381168,158,24,1,"very_unsat","little","no",3179
"one",70611,58,0,156212,365,5,12,"unsat","little","yes",6312
"zero",69467,0,5,339885,347,1,6,"very_sat","very_high","yes",8941
"one",49661,121,27,692963,576,21,1,"very_sat","little","no",7226
"zero",66094,62,20,553666,315,5,4,"very_unsat","high","no",6568
"one",60944,0,17,816305,332,0,4,"very_unsat","high","no",3409
"zero",46071,0,0,237374,255,5,14,"very_unsat","high","no",3237
"zero",37253,98,20,221576,144,3,4,"very_unsat","little","no",4360
"zero",52491,230,36,513562,328,24,1,"very_unsat","little","yes",4766
"one",51480,220,17,981933,369,23,5,"very_unsat","little","yes",3939
"one",143390,0,0,644588,737,0,11,"very_unsat","little","no",4026
"one",32916,62,0,318129,214,4,8,"unsat","very_high","no",3535
"one",116093,63,0,946493,807,5,10,"avg","very_little","no",9955
"zero",159902,0,20,213299,516,1,4,"very_sat","high","yes",9986
"one",101441,0,24,569921,680,1,4,"very_unsat","very_high","no",6131
"zero",72326,335,83,382487,271,19,1,"very_unsat","little","no",3995
"zero",136149,81,19,499112,538,3,2,"very_sat","little","no",2633
"zero",37472,56,0,676844,229,5,14,"unsat","little","yes",9826
"one",26344,0,19,158218,165,0,6,"avg","very_little","yes",7947
"one",41567,76,62,192509,217,5,1,"very_unsat","very_high","yes",5130
"one",27751,0,67,380831,158,0,2,"unsat","very_high","yes",2307
"zero",118400,79,13,551336,827,5,4,"unsat","little","no",1660
"zero",82578,52,45,956121,398,4,1,"very_unsat","little","no",7416
"one",158515,55,5,377472,316,5,6,"unsat","very_little","no",9779
"one",101010,42,8,714416,659,4,5,"very_sat","very_high","no",9368
"one",156897,197,47,341242,506,21,2,"very_unsat","little","no",3966
"zero",124697,0,0,845575,808,24,14,"unsat","high","yes",4497
"zero",95868,25,0,470144,314,3,9,"unsat","very_high","no",671
"one",110937,0,5,390171,880,1,4,"unsat","very_high","no",4299
"one",86525,0,17,838231,349,0,6,"very_sat","little","no",5774
"zero",36686,0,28,455906,179,1,2,"very_unsat","very_high","yes",7454
"one",153731,0,38,280053,759,3,2,"very_unsat","very_little","no",8911
"zero",113659,168,0,155232,648,21,12,"very_unsat","little","no",6104
"one",35381,195,58,299583,152,11,2,"very_unsat","little","no",1960
"zero",26793,192,42,416369,157,21,2,"very_sat","high","no",9582
"zero",51252,165,12,173320,290,27,13,"very_sat","high","no",8639
"zero",80274,67,36,269857,357,4,2,"very_unsat","very_high","no",9137
"zero",124158,0,0,728417,402,0,15,"very_sat","very_high","yes",4803
"one",155401,0,0,303317,731,0,14,"very_unsat","high","yes",9273
"zero",108537,85,0,524537,599,3,8,"very_sat","very_high","no",1809
"zero",86667,0,71,502978,330,1,1,"unsat","high","no",8595
"zero",45260,63,0,481256,223,4,10,"unsat","little","no",6579
"zero",154876,224,0,197276,618,25,8,"unsat","little","no",1392
"zero",65128,74,60,436353,363,4,1,"unsat","little","no",2974
"zero",93113,203,0,831742,263,17,9,"unsat","little","no",2590
"zero",48756,0,10,287131,156,0,5,"very_unsat","little","no",3290
"one",138601,58,5,170710,521,4,6,"very_sat","high","no",5385
"one",28239,0,0,410188,394,1,13,"very_sat","very_high","no",8294
"zero",140764,61,45,163817,601,4,2,"very_unsat","very_high","yes",5301
"zero",134244,0,72,499455,528,5,1,"very_sat","very_little","yes",4496
"one",157272,0,42,350539,777,1,2,"very_unsat","very_high","no",3199
"one",96805,204,0,255057,365,14,11,"unsat","very_high","yes",5057
"zero",76223,70,43,892077,390,27,5,"very_unsat","high","no",3718
"zero",35921,257,0,365049,232,0,13,"very_unsat","little","no",6604
"zero",27494,0,77,515495,171,0,1,"avg","very_high","no",4700
"one",42218,0,61,736506,200,1,1,"very_sat","little","no",483
"one",159579,0,13,263901,201,1,6,"unsat","very_high","yes",3155
"zero",151627,196,10,353325,662,22,5,"very_sat","high","no",4602
"one",74483,65,0,451580,348,3,12,"sat","little","no",328
"one",41819,151,89,812595,172,19,2,"very_sat","little","yes",8196
"one",48573,227,0,610346,144,11,10,"very_unsat","high","yes",9186
"zero",57656,60,7,393904,285,5,15,"very_unsat","little","no",2838
"one",61031,213,24,689861,308,14,4,"very_unsat","very_little","no",6594
"one",128999,53,80,728124,893,3,1,"very_unsat","little","no",6047
"one",84830,81,0,199374,336,4,15,"very_unsat","very_high","no",1028
"one",83235,0,77,748351,144,0,1,"very_unsat","little","yes",3625
"one",51047,206,23,680173,302,27,1,"very_unsat","little","yes",4767
"one",124440,0,60,576808,879,1,10,"very_unsat","little","no",1620
"one",75515,209,19,440188,160,1,1,"very_sat","high","no",166
"one",85986,64,6,295751,371,5,6,"very_unsat","little","yes",9871
"one",35502,194,5,261242,178,19,6,"very_unsat","high","no",1576
"one",91050,55,0,164906,330,4,15,"very_sat","high","no",565
"zero",128142,17,25,978751,819,3,2,"very_sat","very_high","no",623
"zero",87832,158,6,310563,296,10,6,"unsat","very_little","no",3183
"one",151204,52,0,156117,451,4,11,"very_unsat","very_high","yes",7596
"zero",77625,270,23,482750,320,3,4,"unsat","high","no",3077
"one",22457,0,48,945820,231,0,6,"very_sat","avg","no",6956
"one",35648,75,21,675011,193,5,2,"very_sat","little","no",9720
"zero",134392,0,0,489343,510,1,14,"very_unsat","very_little","no",7771
"one",34519,0,10,713849,243,1,5,"very_unsat","very_little","no",9877
"zero",109483,0,0,725532,767,1,2,"avg","little","yes",8862
"one",84186,60,84,239883,265,3,11,"very_unsat","little","no",9319
"one",142814,187,17,346690,716,24,4,"unsat","high","no",4864
"zero",87933,0,6,887360,363,0,6,"avg","very_high","no",1107
"one",53365,161,61,264870,329,13,2,"unsat","little","no",1836
"one",39839,0,0,498578,203,1,15,"unsat","little","no",4321
"zero",36580,0,63,349872,161,0,1,"very_unsat","little","no",9067
"zero",48634,0,19,722784,202,0,6,"very_unsat","little","no",4794
"one",72269,0,12,247700,378,1,6,"unsat","little","no",9701
"one",104269,70,0,501302,489,5,11,"very_unsat","little","no",6475
"zero",75662,0,0,231482,337,1,14,"unsat","avg","no",8198
"one",85732,164,21,776822,324,15,4,"very_sat","little","yes",5825
"one",31799,238,44,246763,232,20,1,"very_sat","very_little","no",1488
"one",112431,71,0,586041,618,14,12,"very_unsat","very_high","yes",7342
"zero",133986,196,9,918689,424,18,6,"very_unsat","very_little","no",8627
"one",44787,75,50,663981,206,5,1,"unsat","little","no",3560
"zero",96562,74,8,287539,872,4,5,"very_unsat","high","yes",6199
"zero",28609,220,0,426053,240,20,10,"very_sat","little","no",9090
"one",135093,38,20,610457,609,3,5,"very_sat","little","no",9103
"zero",100108,39,0,391578,501,3,15,"very_sat","very_little","no",1622
"one",27244,54,78,519308,226,4,1,"unsat","little","no",7554
"zero",150130,204,0,365531,567,23,9,"very_sat","avg","no",6815
"zero",129791,214,47,231810,575,17,1,"unsat","avg","no",7206
"zero",66032,0,48,579218,327,0,2,"very_unsat","very_little","no",1188
"zero",70435,51,0,387490,366,3,8,"very_unsat","avg","no",4894
"one",99883,33,28,928820,335,3,1,"very_unsat","very_little","yes",3999
"one",82239,63,0,832562,318,3,14,"very_sat","very_high","yes",6866
"one",26878,41,0,771196,159,3,10,"sat","very_little","no",8857
"zero",114399,69,8,498833,731,4,5,"unsat","very_high","no",6071
"one",24661,198,56,274486,216,24,1,"unsat","high","no",9153
"zero",45131,0,5,460004,137,1,6,"unsat","little","no",8749
"one",97409,0,72,177156,269,1,2,"unsat","high","no",9176
"zero",115237,231,0,928906,881,18,14,"very_sat","very_high","yes",941
"zero",157840,0,0,298775,586,1,8,"unsat","little","no",4607
"zero",115824,181,84,173171,733,19,2,"very_sat","very_high","no",4698
"one",81142,185,0,337902,330,28,14,"very_unsat","little","no",7550
"one",153514,38,0,366590,777,4,8,"very_unsat","little","no",1585
"zero",133838,0,0,168361,562,0,8,"very_sat","little","no",6216
"one",146639,198,25,641275,673,21,1,"very_sat","very_high","no",2752
"zero",73805,55,49,267694,250,3,2,"unsat","very_little","no",2542
"zero",42191,262,5,382778,219,28,6,"avg","little","yes",6925
"zero",146314,195,21,157305,479,21,6,"very_unsat","very_high","yes",2858
"one",32219,62,17,730722,238,4,6,"very_sat","very_high","yes",3492
"zero",149204,189,37,721458,145,21,1,"very_unsat","very_little","yes",9136
"zero",51977,0,16,520268,285,1,4,"very_unsat","little","yes",8346
"one",125785,37,0,433233,519,5,1,"unsat","little","yes",8552
"one",63012,0,21,394059,253,0,4,"very_sat","little","no",9736
"zero",125555,0,0,481845,880,0,13,"very_unsat","very_little","no",3379
"zero",158390,33,0,287728,438,4,15,"very_sat","little","yes",2843
"one",106022,54,0,414779,804,4,12,"very_unsat","little","yes",9494
"one",75772,261,74,451233,357,28,1,"unsat","very_high","yes",6779
"zero",157167,0,0,154207,616,1,2,"very_sat","very_little","yes",7946
"one",22957,209,22,830650,171,29,5,"very_unsat","very_little","yes",8169
"one",46552,176,20,367716,183,27,6,"very_unsat","avg","no",7602
"one",112980,167,36,522704,268,4,1,"very_unsat","very_little","no",4789
"zero",99075,0,7,560963,309,0,6,"unsat","very_high","no",7871
"zero",156314,52,12,699627,455,3,6,"avg","little","no",2683
"zero",80749,44,45,452522,396,0,9,"very_unsat","little","no",3449
"one",67101,232,49,275566,382,11,2,"avg","very_high","no",4485
"zero",74690,66,72,407995,357,5,1,"very_sat","little","no",3305
"zero",46579,50,9,222662,179,4,13,"unsat","very_little","yes",9311
"zero",31880,0,59,194938,145,0,2,"very_unsat","high","yes",4706
"zero",119551,221,0,655425,399,13,14,"very_sat","very_high","no",2629
"zero",129155,73,83,181311,683,4,2,"very_sat","high","yes",6896
"one",93375,206,30,417554,302,13,1,"avg","little","no",633
"one",108912,88,49,229086,767,4,6,"unsat","very_little","no",3412
"zero",157455,0,19,793444,690,1,4,"avg","little","yes",9827
"zero",54329,179,31,165617,326,28,2,"very_sat","little","no",2571
"zero",35982,0,16,919066,192,1,5,"unsat","very_high","no",1098
"one",84372,0,0,828682,395,0,10,"unsat","little","yes",8124
"one",134835,218,22,533406,689,4,6,"very_unsat","little","no",2265
"zero",97227,0,0,292727,334,0,10,"very_unsat","very_little","yes",4229
"one",129389,90,31,316935,454,3,1,"avg","very_high","no",4065
"one",125665,78,0,209797,805,5,14,"very_unsat","little","no",3934
"zero",49850,237,36,473556,173,12,2,"unsat","little","yes",6340
"one",64154,71,10,470860,175,4,6,"unsat","very_little","no",8242
"zero",83805,0,0,885698,341,0,11,"very_sat","high","no",4575
"zero",105679,260,31,164687,660,17,2,"sat","little","no",8619
"one",58252,58,88,823993,394,4,1,"very_sat","very_high","no",7720
"zero",152209,66,0,407669,419,5,11,"unsat","very_little","no",8550
"zero",108066,0,0,204241,474,0,12,"very_sat","little","no",9183
"zero",150823,0,14,264048,779,0,4,"very_sat","little","no",268
"zero",95824,218,0,363034,271,17,8,"very_unsat","high","yes",5446
"zero",76997,0,21,234577,297,14,5,"very_unsat","little","no",2703
"zero",84007,0,29,369274,165,1,2,"very_unsat","very_little","yes",1805
"one",143897,56,68,486458,660,3,1,"very_sat","little","yes",706
